 	ELoss	Intensity
1122	29.948	70.766
1123	29.978	70.980
1124	30.008	70.055
1125	30.039	71.000
1126	30.069	72.723
1127	30.099	69.969
1128	30.129	71.750
1129	30.160	72.328
1130	30.190	71.797
1131	30.220	72.961
1132	30.250	72.223
1133	30.280	71.195
1134	30.311	73.102
1135	30.341	72.832
1136	30.371	71.801
1137	30.401	72.980
1138	30.432	74.668
1139	30.462	73.398
1140	30.492	74.105
1141	30.522	75.418
1142	30.552	75.883
1143	30.583	76.055
1144	30.613	78.719
1145	30.643	80.680
1146	30.673	78.883
1147	30.704	77.785
1148	30.734	78.047
1149	30.764	79.012
1150	30.794	79.324
1151	30.824	81.008
1152	30.855	80.691
1153	30.885	81.246
1154	30.915	81.453
1155	30.945	83.188
1156	30.976	82.730
1157	31.006	82.121
1158	31.036	82.855
1159	31.066	83.051
1160	31.096	84.266
1161	31.127	84.965
1162	31.157	84.355
1163	31.187	86.059
1164	31.217	85.984
1165	31.247	86.430
1166	31.278	85.602
1167	31.308	86.398
1168	31.338	88.488
1169	31.368	87.949
1170	31.399	87.676
1171	31.429	87.906
1172	31.459	87.152
1173	31.489	90.359
1174	31.519	89.660
1175	31.550	91.445
1176	31.580	94.020
1177	31.610	92.266
1178	31.640	90.918
1179	31.671	93.691
1180	31.701	94.395
1181	31.731	93.645
1182	31.761	92.785
1183	31.791	93.500
1184	31.822	95.398
1185	31.852	94.637
1186	31.882	94.684
1187	31.912	94.977
1188	31.943	98.691
1189	31.973	97.336
1190	32.003	97.715
1191	32.033	96.055
1192	32.063	99.656
1193	32.094	98.348
1194	32.124	100.328
1195	32.154	100.125
1196	32.184	101.035
1197	32.215	101.414
1198	32.245	101.500
1199	32.275	100.859
1200	32.305	102.086
1201	32.335	102.750
1202	32.366	103.047
1203	32.396	102.094
1204	32.426	104.727
1205	32.456	105.105
1206	32.486	103.945
1207	32.517	103.992
1208	32.547	104.285
1209	32.577	106.633
1210	32.607	106.590
1211	32.638	105.141
1212	32.668	104.867
1213	32.698	103.992
1214	32.728	103.551
1215	32.758	104.156
1216	32.789	104.539
1217	32.819	103.539
1218	32.849	103.996
1219	32.879	104.527
1220	32.910	106.227
1221	32.940	108.484
1222	32.970	106.555
1223	33.000	108.590
1224	33.030	109.207
1225	33.061	108.461
1226	33.091	107.926
1227	33.121	110.754
1228	33.151	110.980
1229	33.182	108.770
1230	33.212	110.480
1231	33.242	111.406
1232	33.272	109.352
1233	33.302	109.219
1234	33.333	109.402
1235	33.363	110.559
1236	33.393	110.098
1237	33.423	109.004
1238	33.454	107.906
1239	33.484	108.996
1240	33.514	109.832
1241	33.544	110.223
1242	33.574	108.664
1243	33.605	108.828
1244	33.635	110.082
1245	33.665	111.098
1246	33.695	109.836
1247	33.726	111.113
1248	33.756	112.332
1249	33.786	114.164
1250	33.816	111.859
1251	33.846	110.027
1252	33.877	111.422
1253	33.907	109.070
1254	33.937	109.238
1255	33.967	111.520
1256	33.997	111.348
1257	34.028	109.281
1258	34.058	108.898
1259	34.088	109.074
1260	34.118	110.969
1261	34.149	109.301
1262	34.179	109.188
1263	34.209	109.543
1264	34.239	109.871
1265	34.269	109.391
1266	34.300	106.863
1267	34.330	106.762
1268	34.360	106.422
1269	34.390	108.328
1270	34.421	108.496
1271	34.451	105.098
1272	34.481	106.234
1273	34.511	107.066
1274	34.541	106.828
1275	34.572	106.762
1276	34.602	108.406
1277	34.632	104.805
1278	34.662	106.785
1279	34.693	106.770
1280	34.723	106.926
1281	34.753	104.262
1282	34.783	103.469
1283	34.813	102.293
1284	34.844	101.438
1285	34.874	102.180
1286	34.904	102.121
1287	34.934	103.641
1288	34.965	102.508
1289	34.995	101.363
1290	35.025	98.152
1291	35.055	98.832
1292	35.085	98.957
1293	35.116	99.246
1294	35.146	99.871
1295	35.176	99.012
1296	35.206	99.715
1297	35.237	99.586
1298	35.267	98.941
1299	35.297	98.043
1300	35.327	95.809
1301	35.357	94.453
1302	35.388	93.492
1303	35.418	94.473
1304	35.448	93.781
1305	35.478	93.363
1306	35.508	92.410
1307	35.539	91.801
1308	35.569	95.301
1309	35.599	94.855
1310	35.629	94.152
1311	35.660	92.410
1312	35.690	89.906
1313	35.720	89.316
1314	35.750	87.938
1315	35.780	88.980
1316	35.811	88.160
1317	35.841	88.285
1318	35.871	87.152
1319	35.901	88.711
1320	35.932	88.375
1321	35.962	86.371
1322	35.992	85.398
1323	36.022	86.504
1324	36.052	82.738
1325	36.083	82.129
1326	36.113	83.254
1327	36.143	84.738
1328	36.173	84.246
1329	36.204	83.449
1330	36.234	82.449
1331	36.264	83.508
1332	36.294	84.988
1333	36.324	82.332
1334	36.355	79.180
1335	36.385	78.668
1336	36.415	78.020
1337	36.445	80.379
1338	36.476	77.727
1339	36.506	76.793
1340	36.536	75.973
1341	36.566	77.766
1342	36.596	75.500
1343	36.627	77.027
1344	36.657	77.742
1345	36.687	77.664
1346	36.717	74.180
1347	36.748	76.078
1348	36.778	74.398
1349	36.808	73.055
1350	36.838	71.785
1351	36.868	72.562
1352	36.899	71.398
1353	36.929	72.395
1354	36.959	71.352
1355	36.989	71.832
1356	37.020	71.035
1357	37.050	69.652
1358	37.080	70.250
1359	37.110	69.750
1360	37.140	69.242
1361	37.171	68.125
1362	37.201	69.527
1363	37.231	67.520
1364	37.261	67.547
1365	37.291	68.113
1366	37.322	67.031
1367	37.352	66.238
1368	37.382	65.227
1369	37.412	65.539
1370	37.443	64.406
1371	37.473	64.047
1372	37.503	64.828
1373	37.533	63.711
1374	37.563	64.027
1375	37.594	62.891
1376	37.624	60.895
1377	37.654	60.727
1378	37.684	59.156
1379	37.715	60.414
1380	37.745	59.172
1381	37.775	59.855
1382	37.805	57.969
1383	37.835	60.910
1384	37.866	61.289
1385	37.896	60.531
1386	37.926	59.398
1387	37.956	60.113
1388	37.987	57.738
1389	38.017	59.090
1390	38.047	57.203
1391	38.077	56.949
1392	38.107	56.492
1393	38.138	57.074
1394	38.168	54.504
1395	38.198	55.219
1396	38.228	55.316
1397	38.259	56.434
1398	38.289	56.844
1399	38.319	57.203
1400	38.349	53.785
1401	38.379	54.234
1402	38.410	53.508
1403	38.440	51.418
1404	38.470	53.871
1405	38.500	54.504
1406	38.530	53.480
1407	38.561	51.980
1408	38.591	53.371
1409	38.621	53.078
1410	38.651	52.535
1411	38.682	50.297
1412	38.712	49.934
1413	38.742	51.762
1414	38.772	50.387
1415	38.802	48.137
1416	38.833	49.801
1417	38.863	51.395
1418	38.893	49.305
1419	38.923	48.445
1420	38.954	48.820
1421	38.984	47.488
1422	39.014	46.461
1423	39.044	46.520
1424	39.074	46.551
1425	39.105	48.582
1426	39.135	47.395
1427	39.165	47.641
1428	39.195	48.266
1429	39.226	48.699
1430	39.256	47.832
1431	39.286	47.773
1432	39.316	45.941
1433	39.346	46.527
1434	39.377	47.133
1435	39.407	47.172
1436	39.437	44.652
1437	39.467	44.918
1438	39.498	44.117
1439	39.528	45.789
1440	39.558	45.641
1441	39.588	44.332
1442	39.618	45.547
1443	39.649	45.047
1444	39.679	45.035
1445	39.709	45.691
1446	39.739	46.148
1447	39.770	44.754
1448	39.800	42.164
1449	39.830	42.543
1450	39.860	43.559
1451	39.890	43.305
1452	39.921	43.547
1453	39.951	44.223
1454	39.981	43.613
1455	40.011	42.219
1456	40.041	43.441
1457	40.072	42.855
1458	40.102	42.574
1459	40.132	42.180
1460	40.162	42.133
1461	40.193	42.855
1462	40.223	39.207
1463	40.253	38.312
1464	40.283	39.805
1465	40.313	42.262
1466	40.344	40.109
1467	40.374	41.270
1468	40.404	40.582
1469	40.434	41.043
1470	40.465	41.684
1471	40.495	40.848
1472	40.525	41.328
1473	40.555	41.703
1474	40.585	42.031
1475	40.616	41.734
1476	40.646	40.320
1477	40.676	40.629
1478	40.706	38.137
1479	40.737	37.543
1480	40.767	37.930
1481	40.797	39.410
1482	40.827	37.207
1483	40.857	38.352
1484	40.888	37.566
1485	40.918	37.609
1486	40.948	37.180
1487	40.978	37.805
1488	41.009	36.586
1489	41.039	39.418
1490	41.069	38.312
1491	41.099	39.852
1492	41.129	38.715
1493	41.160	39.234
1494	41.190	38.098
1495	41.220	37.453
1496	41.250	37.152
1497	41.281	38.871
1498	41.311	38.945
1499	41.341	38.117
1500	41.371	36.824
1501	41.401	36.777
1502	41.432	35.508
1503	41.462	37.453
1504	41.492	35.488
1505	41.522	36.078
1506	41.552	36.145
1507	41.583	36.324
1508	41.613	34.691
1509	41.643	35.453
1510	41.673	35.875
1511	41.704	35.340
1512	41.734	35.672
1513	41.764	35.934
1514	41.794	34.199
1515	41.824	35.074
1516	41.855	33.887
1517	41.885	34.754
1518	41.915	34.168
1519	41.945	34.605
1520	41.976	33.480
1521	42.006	35.355
1522	42.036	33.531
1523	42.066	34.484
1524	42.096	35.113
1525	42.127	35.188
1526	42.157	33.961
1527	42.187	33.539
1528	42.217	32.668
1529	42.248	34.027
1530	42.278	32.934
1531	42.308	34.195
1532	42.338	33.457
1533	42.368	34.363
1534	42.399	35.004
1535	42.429	33.473
1536	42.459	33.266
1537	42.489	33.762
1538	42.520	32.000
1539	42.550	32.000
1540	42.580	33.023
1541	42.610	34.117
1542	42.640	32.676
1543	42.671	32.781
1544	42.701	32.062
1545	42.731	32.742
1546	42.761	31.457
1547	42.792	32.887
1548	42.822	32.320
1549	42.852	31.578
1550	42.882	30.645
1551	42.912	31.137
1552	42.943	32.000
1553	42.973	31.414
1554	43.003	31.062
1555	43.033	32.293
1556	43.063	30.762
1557	43.094	31.816
1558	43.124	31.695
1559	43.154	31.508
1560	43.184	31.340
1561	43.215	31.211
1562	43.245	30.496
1563	43.275	31.176
1564	43.305	31.469
1565	43.335	32.340
1566	43.366	33.121
1567	43.396	32.375
1568	43.426	30.168
1569	43.456	31.332
1570	43.487	31.047
1571	43.517	30.078
1572	43.547	30.617
1573	43.577	29.449
1574	43.607	29.484
1575	43.638	30.301
1576	43.668	30.551
1577	43.698	30.781
1578	43.728	30.598
1579	43.759	30.734
1580	43.789	32.039
1581	43.819	33.227
1582	43.849	30.922
1583	43.879	29.395
1584	43.910	29.203
1585	43.940	30.719
1586	43.970	29.887
1587	44.000	30.652
1588	44.031	28.938
1589	44.061	29.805
1590	44.091	28.469
1591	44.121	29.676
1592	44.151	29.422
1593	44.182	30.359
1594	44.212	30.555
1595	44.242	29.074
1596	44.272	31.086
1597	44.303	30.605
1598	44.333	28.543
1599	44.363	28.094
1600	44.393	28.695
1601	44.423	28.953
1602	44.454	29.551
1603	44.484	29.680
1604	44.514	29.121
1605	44.544	29.848
1606	44.575	29.820
1607	44.605	29.504
1608	44.635	30.773
1609	44.665	30.695
1610	44.695	28.441
1611	44.726	28.902
1612	44.756	29.180
1613	44.786	29.723
1614	44.816	30.340
1615	44.846	30.719
1616	44.877	29.617
1617	44.907	30.039
1618	44.937	27.785
1619	44.967	28.246
1620	44.998	28.910
1621	45.028	28.266
1622	45.058	28.027
1623	45.088	28.230
1624	45.118	28.953
1625	45.149	29.215
1626	45.179	29.297
1627	45.209	29.879
1628	45.239	30.098
1629	45.270	30.285
1630	45.300	28.977
1631	45.330	28.371
1632	45.360	30.230
1633	45.390	31.336
1634	45.421	29.762
1635	45.451	28.859
1636	45.481	28.520
1637	45.511	29.754
1638	45.542	30.742
1639	45.572	30.086
1640	45.602	28.664
1641	45.632	30.031
1642	45.662	29.242
1643	45.693	29.734
1644	45.723	29.840
1645	45.753	29.953
1646	45.783	28.992
1647	45.814	29.039
1648	45.844	28.918
1649	45.874	29.082
1650	45.904	29.438
1651	45.934	29.078
1652	45.965	29.086
1653	45.995	29.957
1654	46.025	29.184
1655	46.055	28.699
1656	46.085	29.551
1657	46.116	30.086
1658	46.146	29.297
1659	46.176	29.906
1660	46.206	29.625
1661	46.237	30.906
1662	46.267	30.359
1663	46.297	29.141
1664	46.327	27.891
1665	46.357	28.785
1666	46.388	28.508
1667	46.418	29.016
1668	46.448	30.094
1669	46.478	29.621
1670	46.509	29.430
1671	46.539	30.090
1672	46.569	30.215
1673	46.599	29.098
1674	46.629	30.395
1675	46.660	28.945
1676	46.690	28.691
1677	46.720	29.500
1678	46.750	29.098
1679	46.781	29.301
1680	46.811	28.863
1681	46.841	28.891
1682	46.871	29.062
1683	46.901	28.086
1684	46.932	28.613
1685	46.962	27.906
1686	46.992	28.637
1687	47.022	27.637
1688	47.053	28.746
1689	47.083	29.707
1690	47.113	30.535
1691	47.143	30.375
1692	47.173	30.516
1693	47.204	29.539
1694	47.234	28.746
1695	47.264	30.242
1696	47.294	30.754
1697	47.325	29.477
1698	47.355	29.344
1699	47.385	30.105
1700	47.415	30.316
1701	47.445	28.703
1702	47.476	29.020
1703	47.506	29.883
1704	47.536	29.418
1705	47.566	28.043
1706	47.596	28.324
1707	47.627	28.742
1708	47.657	28.641
1709	47.687	29.547
1710	47.717	30.855
1711	47.748	30.324
1712	47.778	28.469
1713	47.808	29.832
1714	47.838	29.414
1715	47.868	29.641
1716	47.899	31.215
1717	47.929	30.711
1718	47.959	30.070
1719	47.989	29.977
1720	48.020	29.391
1721	48.050	30.211
1722	48.080	30.457
1723	48.110	30.488
1724	48.140	30.359
1725	48.171	31.352
1726	48.201	31.273
1727	48.231	29.184
1728	48.261	31.117
1729	48.292	29.508
1730	48.322	29.648
1731	48.352	30.324
1732	48.382	31.773
1733	48.412	30.418
1734	48.443	30.703
1735	48.473	30.680
1736	48.503	29.887
1737	48.533	30.254
1738	48.564	29.543
1739	48.594	29.070
1740	48.624	31.051
1741	48.654	30.555
1742	48.684	29.496
1743	48.715	30.828
1744	48.745	30.934
1745	48.775	30.312
1746	48.805	30.324
1747	48.836	31.250
1748	48.866	30.820
1749	48.896	31.645
1750	48.926	28.453
1751	48.956	29.531
1752	48.987	29.914
1753	49.017	31.383
1754	49.047	30.289
1755	49.077	30.199
1756	49.107	30.336
1757	49.138	31.281
1758	49.168	31.879
1759	49.198	31.180
1760	49.228	29.941
1761	49.259	31.227
1762	49.289	30.793
1763	49.319	29.844
1764	49.349	30.945
1765	49.379	30.336
1766	49.410	30.863
1767	49.440	30.359
1768	49.470	30.852
1769	49.500	31.676
1770	49.531	30.590
1771	49.561	29.316
1772	49.591	30.008
1773	49.621	29.145
1774	49.651	30.500
1775	49.682	30.406
1776	49.712	31.598
1777	49.742	29.645
1778	49.772	30.570
1779	49.803	30.969
1780	49.833	31.727
1781	49.863	30.500
1782	49.893	31.395
1783	49.923	30.309
1784	49.954	30.320
1785	49.984	30.910
1786	50.014	30.980
1787	50.044	33.004
1788	50.075	31.828
1789	50.105	30.625
1790	50.135	30.332
1791	50.165	32.992
1792	50.195	31.734
1793	50.226	30.469
1794	50.256	31.184
1795	50.286	29.785
1796	50.316	29.055
1797	50.347	29.254
1798	50.377	31.473
1799	50.407	32.188
1800	50.437	30.574
1801	50.467	29.000
1802	50.498	30.371
1803	50.528	30.383
1804	50.558	30.238
1805	50.588	30.359
1806	50.618	30.312
1807	50.649	30.488
1808	50.679	31.383
1809	50.709	32.164
1810	50.739	31.148
1811	50.770	30.230
1812	50.800	30.176
1813	50.830	29.945
1814	50.860	30.211
1815	50.890	31.191
1816	50.921	30.438
1817	50.951	30.832
1818	50.981	30.703
1819	51.011	30.469
1820	51.042	30.504
1821	51.072	31.016
1822	51.102	30.543
1823	51.132	30.090
1824	51.162	31.297
1825	51.193	31.184
1826	51.223	31.484
1827	51.253	31.703
1828	51.283	30.227
1829	51.314	30.176
1830	51.344	31.023
1831	51.374	30.391
1832	51.404	29.574
1833	51.434	29.641
1834	51.465	28.914
1835	51.495	29.391
1836	51.525	28.914
1837	51.555	28.887
1838	51.586	29.844
1839	51.616	29.723
1840	51.646	29.852
1841	51.676	30.480
1842	51.706	30.688
1843	51.737	29.750
1844	51.767	27.781
1845	51.797	28.824
1846	51.827	29.254
1847	51.858	27.777
1848	51.888	28.426
1849	51.918	30.445
1850	51.948	29.293
1851	51.978	29.191
1852	52.009	28.625
1853	52.039	30.180
1854	52.069	29.629
1855	52.099	27.164
1856	52.130	27.820
1857	52.160	29.016
1858	52.190	29.062
1859	52.220	28.367
1860	52.250	28.723
1861	52.281	28.266
1862	52.311	27.012
1863	52.341	26.812
1864	52.371	26.953
1865	52.401	27.465
1866	52.432	28.691
1867	52.462	27.984
1868	52.492	28.242
1869	52.522	29.125
1870	52.553	29.160
1871	52.583	28.613
1872	52.613	29.973
1873	52.643	28.828
1874	52.673	28.094
1875	52.704	27.848
1876	52.734	28.551
1877	52.764	27.227
1878	52.794	27.090
1879	52.825	26.723
1880	52.855	26.613
1881	52.885	26.852
1882	52.915	26.836
1883	52.945	26.297
1884	52.976	26.250
1885	53.006	28.820
1886	53.036	27.832
1887	53.066	28.434
1888	53.097	27.547
1889	53.127	27.426
1890	53.157	27.227
1891	53.187	27.141
1892	53.217	26.516
1893	53.248	26.863
1894	53.278	26.641
1895	53.308	26.312
1896	53.338	26.664
1897	53.369	26.594
1898	53.399	27.250
1899	53.429	27.023
1900	53.459	26.609
1901	53.489	25.570
1902	53.520	26.352
1903	53.550	26.996
1904	53.580	26.578
1905	53.610	25.613
1906	53.640	25.812
1907	53.671	25.066
1908	53.701	26.645
1909	53.731	27.047
1910	53.761	27.281
1911	53.792	25.977
1912	53.822	26.336
1913	53.852	27.035
1914	53.882	28.312
1915	53.912	26.852
1916	53.943	26.082
1917	53.973	26.602
1918	54.003	25.715
1919	54.033	24.617
1920	54.064	25.023
1921	54.094	25.281
1922	54.124	23.582
1923	54.154	24.375
1924	54.184	23.988
1925	54.215	25.508
1926	54.245	25.203
1927	54.275	24.305
1928	54.305	24.941
1929	54.336	26.074
1930	54.366	23.973
1931	54.396	25.188
1932	54.426	24.160
1933	54.456	23.293
1934	54.487	22.656
1935	54.517	22.750
1936	54.547	22.555
1937	54.577	22.285
1938	54.608	22.652
1939	54.638	23.086
1940	54.668	22.750
1941	54.698	24.344
1942	54.728	23.930
1943	54.759	21.902
1944	54.789	22.039
1945	54.819	22.789
1946	54.849	22.223
1947	54.880	23.902
1948	54.910	23.906
1949	54.940	23.590
1950	54.970	23.113
1951	55.000	22.176
1952	55.031	23.559
1953	55.061	24.129
1954	55.091	23.051
1955	55.121	22.809
1956	55.151	24.316
1957	55.182	23.199
1958	55.212	23.246
1959	55.242	22.336
1960	55.272	22.793
1961	55.303	22.281
1962	55.333	22.078
1963	55.363	21.031
1964	55.393	21.676
1965	55.423	22.543
1966	55.454	20.461
1967	55.484	20.777
1968	55.514	22.129
1969	55.544	20.340
1970	55.575	20.484
1971	55.605	19.207
1972	55.635	19.535
1973	55.665	18.766
1974	55.695	19.781
1975	55.726	21.102
1976	55.756	20.820
1977	55.786	20.586
1978	55.816	19.867
1979	55.847	20.559
1980	55.877	21.680
1981	55.907	21.566
1982	55.937	20.359
1983	55.967	21.449
1984	55.998	19.250
1985	56.028	19.613
1986	56.058	19.664
1987	56.088	19.133
1988	56.119	18.559
1989	56.149	19.961
1990	56.179	20.699
1991	56.209	19.680
1992	56.239	18.773
1993	56.270	19.805
1994	56.300	19.094
1995	56.330	20.492
1996	56.360	19.668
1997	56.391	19.070
1998	56.421	20.023
1999	56.451	20.836
2000	56.481	20.082
2001	56.511	20.789
2002	56.542	20.406
2003	56.572	20.363
2004	56.602	19.785
2005	56.632	20.207
2006	56.662	19.410
2007	56.693	20.297
2008	56.723	18.863
2009	56.753	19.535
2010	56.783	19.188
2011	56.814	20.027
2012	56.844	19.227
2013	56.874	20.719
2014	56.904	19.805
2015	56.934	18.707
2016	56.965	17.660
2017	56.995	18.578
2018	57.025	18.074
2019	57.055	18.891
2020	57.086	19.375
2021	57.116	19.855
2022	57.146	18.824
2023	57.176	20.867
2024	57.206	19.770
2025	57.237	18.816
2026	57.267	19.062
2027	57.297	18.754
2028	57.327	19.047
2029	57.358	18.855
2030	57.388	19.184
2031	57.418	19.449
2032	57.448	18.426
2033	57.478	16.598
2034	57.509	17.328
2035	57.539	17.180
2036	57.569	17.680
2037	57.599	17.180
2038	57.630	17.801
2039	57.660	18.324
2040	57.690	18.168
2041	57.720	17.691
2042	57.750	17.574
2043	57.781	17.125
2044	57.811	18.910
2045	57.841	17.543
2046	57.871	18.762
2047	57.902	19.273
2048	57.932	18.070
2049	57.962	18.027
2050	57.992	17.145
2051	58.022	17.016
2052	58.053	16.473
2053	58.083	17.969
2054	58.113	17.594
2055	58.143	16.961
2056	58.173	16.344
2057	58.204	15.770
2058	58.234	18.461
2059	58.264	17.738
2060	58.294	16.480
2061	58.325	17.742
2062	58.355	18.398
2063	58.385	17.375
2064	58.415	15.973
2065	58.445	16.453
2066	58.476	16.598
2067	58.506	16.449
2068	58.536	18.035
2069	58.566	17.637
2070	58.597	18.898
2071	58.627	17.137
2072	58.657	16.836
2073	58.687	17.395
2074	58.717	18.352
2075	58.748	17.027
2076	58.778	16.914
2077	58.808	16.723
2078	58.838	17.316
2079	58.869	16.953
2080	58.899	16.328
2081	58.929	17.078
2082	58.959	17.934
2083	58.989	16.633
2084	59.020	16.430
2085	59.050	16.023
2086	59.080	16.621
2087	59.110	15.871
2088	59.141	16.516
2089	59.171	15.117
2090	59.201	15.152
2091	59.231	15.609
2092	59.261	16.543
2093	59.292	16.422
2094	59.322	17.758
2095	59.352	17.109
2096	59.382	15.199
2097	59.413	15.188
2098	59.443	16.742
2099	59.473	15.305
2100	59.503	16.004
2101	59.533	14.840
2102	59.564	15.402
2103	59.594	15.230
2104	59.624	15.281
2105	59.654	15.391
2106	59.684	16.125
2107	59.715	16.199
2108	59.745	16.684
2109	59.775	17.211
2110	59.805	16.027
2111	59.836	15.695
2112	59.866	16.500
2113	59.896	15.812
2114	59.926	14.734
2115	59.956	15.082
2116	59.987	15.855
2117	60.017	14.801
2118	60.047	15.367
2119	60.077	15.812
2120	60.108	16.129
2121	60.138	15.898
2122	60.168	15.211
2123	60.198	15.305
2124	60.228	16.824
2125	60.259	15.359
2126	60.289	15.840
2127	60.319	15.008
2128	60.349	14.828
2129	60.380	15.777
2130	60.410	15.656
2131	60.440	14.496
2132	60.470	13.250
2133	60.500	15.398
2134	60.531	14.859
2135	60.561	14.195
2136	60.591	14.086
2137	60.621	15.113
2138	60.652	15.203
2139	60.682	16.188
2140	60.712	15.801
2141	60.742	14.910
2142	60.772	16.172
2143	60.803	13.938
2144	60.833	14.559
2145	60.863	14.586
2146	60.893	15.004
2147	60.924	13.387
2148	60.954	13.668
2149	60.984	13.926
2150	61.014	15.734
2151	61.044	15.023
2152	61.075	14.234
2153	61.105	13.832
2154	61.135	15.418
2155	61.165	14.648
2156	61.195	14.094
2157	61.226	14.863
2158	61.256	14.992
2159	61.286	13.629
2160	61.316	14.523
2161	61.347	13.258
2162	61.377	13.145
2163	61.407	13.602
2164	61.437	15.035
2165	61.467	12.695
2166	61.498	13.512
2167	61.528	13.477
2168	61.558	13.805
2169	61.588	14.266
2170	61.619	15.020
2171	61.649	14.594
2172	61.679	13.633
2173	61.709	13.809
2174	61.739	13.570
2175	61.770	13.570
2176	61.800	13.570
2177	61.830	13.570
2178	61.860	13.570
2179	61.891	13.570
2180	61.921	13.570
2181	61.951	13.570
2182	61.981	13.570
2183	62.011	13.570
2184	62.042	13.570
